0.1	89.623283
0.2	498.419249
0.30000000000000004	910.220633
0.4	893.124564
0.5	893.766724
0.6	887.517688
0.7000000000000001	891.654895
0.8	920.777678
0.9	894.506025
1.0	1289.087801
1.1	1293.298508
1.2000000000000002	1290.329508
1.3000000000000003	1298.141841
1.4000000000000001	1289.584374
1.5000000000000002	1291.575587
1.6	1287.658572
1.7000000000000002	1292.056633
1.8000000000000003	1285.966068
1.9000000000000001	1296.847017
2.0	1283.296298
2.1	1293.928733
2.2	1306.348194
2.3000000000000003	1295.072727
2.4000000000000004	1287.773447
2.5000000000000004	1301.563533
2.6	1287.598845
2.7	1292.713146
2.8000000000000003	1682.734648
2.9000000000000004	1686.971274
3.0000000000000004	1681.762162
3.1	1690.132317
3.2	1681.01187
3.3000000000000003	1696.265398
3.4000000000000004	1687.24197
3.5000000000000004	1688.192325
3.6	1686.369783
3.7	1693.700632
3.8000000000000003	1690.982693
3.9000000000000004	1678.621849
4.0	1718.700883
4.1	1687.550986
4.2	1717.721847
4.3	1703.903884
4.3999999999999995	1689.460715
4.5	1676.851372
4.6	1699.80538
4.7	1680.485891
4.8	1694.43514
4.9	1680.74358
5.0	1689.696584
5.1	1683.11055
5.2	1688.272305
5.3	1689.564901
5.4	1683.876606
5.5	1687.316162
5.6	1698.066768
5.7	1694.613097
5.8	1683.320088
5.9	1687.986181
6.0	1684.68533
6.1	1688.117541
6.2	1681.639694
6.3	1697.774114
6.4	1681.846593
6.5	1699.900059
6.6	1687.363935
6.7	1683.857802
6.8	1696.819241
6.9	1684.561623
7.0	1689.291503
7.1	1684.114352
7.2	1722.488056
7.3	1717.060295
7.4	1694.856236
7.5	1684.323322
7.6	1691.013995
7.7	1691.992922
7.8	1684.261845
7.9	1691.598013
8.0	1680.541619
8.1	1696.963077
8.2	2078.770333
8.3	2095.680598
8.4	2090.414249
8.5	2076.556584
8.6	2092.657895
8.7	2078.905337
8.8	2119.763286
8.9	2089.066779
9.0	2083.181976
9.1	2083.332597
9.2	2073.349375
9.3	2082.025922
9.4	2079.245871
9.5	2090.14387
9.6	2092.727813
9.700000000000001	2069.739468
9.8	2091.367626
9.9	2079.206812
10.0	2084.522245
10.1	2114.238629
10.200000000000001	2077.550305
10.3	2087.985452
10.4	2074.972137
10.5	2080.775492
10.6	2079.462162
10.700000000000001	2070.051402
